gene_id,lfc_DENV,lfc_ZIKV
ENSG00000000003,-0.5741794114416461,1.1929996658999187e-05
ENSG00000000419,-0.3350201280729719,0.19659266325143054
ENSG00000000457,-0.8607883076732055,-0.02977271250605229
ENSG00000000460,-1.11815400554769,0.29023392067899323
ENSG00000000971,-1.1670657572522827,-0.0933643022409747
ENSG00000001036,-0.13533560978461168,0.21873741753362808
ENSG00000001084,-0.2742173807916011,0.14513850151244734
ENSG00000001167,-0.227498048466785,-0.011714773150659497
ENSG00000001460,0.6933298731642499,-0.02921268133304067
ENSG00000001461,1.198201393092278,0.44853234679892395
ENSG00000001497,-0.02522236073592854,0.018103859845512993
ENSG00000001561,-0.45061913453144564,0.3489180382793733
ENSG00000001626,1.0147287140852066,0.29904335938007076
ENSG00000001629,-0.32497601723808467,-0.1563195156206314
ENSG00000001630,0.34431509133004123,-0.059994122171273645
ENSG00000001631,-0.6194490198105069,0.16537962888745028
ENSG00000002016,0.4779332169670587,0.665988776997501
ENSG00000002330,0.8652989290300157,-0.3028212250674116
ENSG00000002549,0.1594010743240304,-0.034319193259539915
ENSG00000002586,0.9886597650329909,0.004251745046343736
ENSG00000002746,0.17413107239896086,-0.3373322092592815
ENSG00000002822,-0.2883401277140143,-0.08567946095445622
ENSG00000002834,0.47715615839636705,-0.10735606208203574
ENSG00000002919,-0.29511836395652535,0.18707352773183406
ENSG00000002933,0.46655749510887756,-0.03781083069859231
ENSG00000003056,-0.42372453692999645,0.061787027907860725
ENSG00000003096,-1.549287528814269,-0.7143066096460498
ENSG00000003147,1.4627060170943982,0.2409437147308342
ENSG00000003249,-1.1217305285568213,-0.346124473671098
ENSG00000003393,-0.6299513655336466,0.07929611001677817
ENSG00000003400,0.0596065086135904,0.23669229769568756
ENSG00000003402,-0.060462732841205735,-0.3795519660968143
ENSG00000003436,-0.3232000015591838,-0.05483102069988366
ENSG00000003509,0.2170360514245,0.13753390361495654
ENSG00000003756,0.02371621310750438,0.2119423297185108
ENSG00000003989,0.06381526204459798,0.3252015063729812
ENSG00000004059,-0.08441812743670507,-0.09773036541382929
ENSG00000004142,0.03495629058288774,-0.026010263055434635
ENSG00000004399,0.0035987380729205487,-0.6426554323072535
ENSG00000004455,0.5289747799891167,-0.3145044601435796
ENSG00000004468,-0.1414026914642661,-0.23679242314711546
ENSG00000004478,-0.8618594904676256,-0.07827305912747029
ENSG00000004487,-0.574236046829955,-0.08225029399027406
ENSG00000004534,0.7578567152967137,0.17135572642998742
ENSG00000004700,-0.43276463426939404,0.1351390436347919
ENSG00000004766,-1.0624072764064432,-0.16862853135221068
