gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,9432.043267166513,-0.31016843510569236,0.17259213378203164,-1.7971180279711196,0.07231688426723008,0.3268966404182133
ENSG00000000419,3660.5487693858463,-0.5334746462402113,0.19413202328293733,-2.747999208058012,0.005996015391162823,0.09085860790836728
ENSG00000000457,192.39558536687255,-0.528943301597172,0.3293864222635599,-1.6058442784685758,0.10830812909301041,0.3938507331021955
ENSG00000000460,465.4557725741491,-0.5468954751954669,0.29901648152712523,-1.8289810394476713,0.06740244870515115,0.3172116000845285
ENSG00000000938,1.4551063334755407,0.2654734213144645,3.660233468128606,0.07252909510447021,0.9421808518909776,
ENSG00000000971,388.34262290469826,-0.7432084664098041,0.2782036597721636,-2.671454671079664,0.007552327204007541,0.1029714225047543
ENSG00000001036,17758.46860930763,-0.07735698596122542,0.17150853403515823,-0.45103869843215905,0.6519616581386186,0.8608684104982797
ENSG00000001084,288.705801034621,-0.3080925670692263,0.2885261532224944,-1.0678150442453769,0.2856039504801744,0.6214144274986699
ENSG00000001167,670.3440542200138,-0.26121581263879895,0.24475991939911998,-1.0672327939969821,0.28586672736507845,0.6215238999795413
ENSG00000001460,163.99830001028334,0.06861107218718603,0.35827331346769953,0.19150483613502994,0.8481300919714411,0.9431962941500085
ENSG00000001461,386.40776407285,0.9947011631553543,0.284196780090859,3.500043747284342,0.0004651818089203412,0.02025824504957092
ENSG00000001497,3232.1079733623715,0.1075534384548485,0.20235673035915538,0.5315041326471125,0.5950694782799091,0.8347622137413087
ENSG00000001561,97.54980556700659,-0.7155358284328829,0.39878289831278807,-1.7942991824881303,0.07276542852821208,0.32808600644688257
ENSG00000001617,8.188640763170843,-0.8005993844349947,1.1167432172263507,-0.7169055267901597,0.47343239154218764,
ENSG00000001626,192.5908944982034,0.2901590470274202,0.3613291805793001,0.8030324220208936,0.42195599515082705,0.7332319956380535
ENSG00000001629,345.23060283795314,0.09906005037639394,0.24809887793486682,0.39927649492393147,0.6896894844818529,0.8789814562687386
ENSG00000001630,1076.622571108672,0.1816281152543652,0.19231596867786493,0.9444255539621766,0.34495222815516313,0.6750732586636354
ENSG00000001631,500.6745820550261,-0.28664466569110064,0.24753405675556656,-1.1580009209567266,0.24686366058333586,0.5856529688551553
ENSG00000002016,270.0133066814581,0.034956816746138236,0.29170690772841973,0.11983540951550989,0.9046135313137431,0.96669596934079
ENSG00000002079,21.29528080551638,0.4051622762669989,0.798959041405201,0.5071126994875778,0.6120757448607745,
ENSG00000002330,851.7738965511007,0.2755432313466445,0.23246692907656527,1.1853007756466367,0.23589854693711765,0.5730400782029699
ENSG00000002549,7496.76942797503,0.014765342153206967,0.18053920318070169,0.08178468661140781,0.9348179335901065,0.9763872108142236
ENSG00000002586,3619.015910394328,0.37132819726598537,0.21125969312140516,1.7576859635623594,0.07880095745285777,0.341914327162453
ENSG00000002587,15.87186273737443,0.9697967724894354,0.8725679547532517,1.1114283617757639,0.2663840099671184,
ENSG00000002726,6.389887089711722,2.3323008762956547,1.937015515788236,1.2040692794071728,0.22856280252698946,
ENSG00000002745,1.6471221177457112,1.9725587847415682,2.747886511266552,0.7178457977263331,0.47285237143367986,
ENSG00000002746,63.30927187445356,0.11228435175826039,0.48535993776629327,0.23134243892277462,0.8170487792638534,0.9332495286139696
ENSG00000002822,809.6393278439687,0.045351452009444244,0.2263811116028938,0.20033231433635443,0.8412206915765058,0.9417209105612008
ENSG00000002834,1406.5466904890532,0.37769767389345144,0.21729720534923885,1.7381616725646234,0.08218233043879244,0.347796432760483
ENSG00000002919,507.9093886730016,-0.17731441426318442,0.25759945251871125,-0.6883338164327225,0.49124259112556923,0.7774359839915449
ENSG00000002933,52.72232498962947,0.75905570414621,0.561048073774574,1.3529245346829128,0.17607974041976082,
ENSG00000003056,3743.963372901108,-0.11995073944216497,0.1744607301361447,-0.6875515157397226,0.4917352491458701,0.777574601601281
ENSG00000003096,163.84350981243824,-0.7868491299262718,0.44297247096830844,-1.7762935204670207,0.0756845506485429,0.33473453655333707
ENSG00000003137,29.28951114771779,-0.07214472647051319,0.7131547215303443,-0.10116279720577225,0.9194212286976627,
ENSG00000003147,928.7020539387244,0.9258015231118042,0.25390534999992553,3.6462466155678714,0.0002660986111303836,0.014612231531384506
ENSG00000003249,239.11181607430896,-0.47465208067715803,0.339257413453966,-1.3990912559426318,0.16178561949895032,0.4803411832891702
ENSG00000003393,485.3952638160239,-0.2957839335762422,0.23460380291075425,-1.2607806433929016,0.20738788960994659,0.5408802672158324
ENSG00000003400,125.57485175992932,-0.1908698465648943,0.3464028362990262,-0.5510054380736341,0.5816299467159287,0.8282017476075154
ENSG00000003402,1373.3817557068578,-0.09028783645068586,0.19008056579220725,-0.4749977256979913,0.6347885943257032,0.8538263216486509
ENSG00000003436,7458.208553712817,-0.2632738224091768,0.17628532319287998,-1.4934528731079877,0.13531868155988533,0.4395339056555762
ENSG00000003509,561.7786246372343,0.06190962764009743,0.23362341920438418,0.2649975240107933,0.7910113692061427,0.9225949377938688
ENSG00000003756,1345.6829535991315,0.24312886905541453,0.1900780555915239,1.2791001480880906,0.20086179148747108,0.5319694125746522
ENSG00000003987,21.881948027838746,-0.39375628437684074,0.7171990292977192,-0.5490195444943736,0.5829920372012921,
ENSG00000003989,809.8532316836047,-0.2024821985891323,0.2472116210971764,-0.8190642401456466,0.41274976297339183,0.7258581991320573
ENSG00000004059,4523.714880101754,-0.16954865547370218,0.17425949065865193,-0.97296655024559,0.3305699270535285,0.6635232388929896
ENSG00000004139,12.742021991215257,0.6071786404919002,1.0491852778742001,0.5787144113593846,0.5627818902664721,
ENSG00000004142,8317.344357205362,0.20927518317122148,0.18058154299618212,1.158895752572266,0.24649868044163548,0.5854832745172259
ENSG00000004399,159.81173006404634,0.1525030314360599,0.32901141793018945,0.4635189635528649,0.6429924252184078,0.8576336849347699
ENSG00000004455,6361.440854746535,0.21316642573980474,0.18160374170978538,1.173799745164164,0.24047524611265647,0.578058066508958
ENSG00000004468,88.57290353420862,-0.11395311534069719,0.537165184615976,-0.21213793932338196,0.83199942191784,0.9395484623729884
ENSG00000004478,1852.6744817894253,-0.31459056592714985,0.21894528938078078,-1.4368455554210473,0.150761882841406,0.4625244744988394
ENSG00000004487,1978.9105600806506,-0.3229946938870153,0.18606358333806813,-1.7359371892787332,0.08257494117862452,0.34806500734130774
ENSG00000004534,1423.2641573262272,0.522011953367832,0.20411344411064128,2.5574599245156597,0.010543970649798324,0.12314329038901048
ENSG00000004660,11.161131069373093,-0.8931096483669274,1.1897409290481944,-0.7506757366760718,0.45284782868143025,
ENSG00000004700,727.2247226288008,-0.2986704766709998,0.2274599130775232,-1.3130686309952404,0.1891598229636846,0.5177028442382873
ENSG00000004766,227.88318876992963,-0.7165900382234737,0.36003342945351746,-1.9903430615072644,0.046553157495477955,0.26592736381413434
ENSG00000004777,7.309244918114832,-0.1505621050559986,1.4331253211368788,-0.1050585757123876,0.9163293291340141,
ENSG00000004779,10122.517163645545,0.14257534456373516,0.18219955680095917,0.7825230042655329,0.43390727135810636,0.7391922506657025
ENSG00000004799,35.94112280239382,-1.875028334898709,0.7241319700784101,-2.589346158402146,0.00961583781964164,
ENSG00000004809,2.766724380859477,3.447996716458813,3.0561158389145477,1.1282284108980147,0.2592234682466421,
ENSG00000004838,15.940692234464782,-2.0684404685322377,0.9218864324774783,-2.2437042087424035,0.024851439144562563,
ENSG00000004846,3.949735042834341,-0.9915080908477868,1.8323047070257366,-0.5411262040892962,0.5884205978273462,
ENSG00000004848,2.447563198594716,-0.23615991009065293,3.1719707719309835,-0.07445210787578825,0.9406506477258114,
ENSG00000004864,2479.8085643662753,-0.30198318546465014,0.20754703100551586,-1.4550108667014587,0.1456662531493122,0.45404913832277577
ENSG00000004866,1359.9838860325533,0.1812016349231914,0.20210992886559268,0.8965498921316937,0.3699591461738455,0.6938080319072181
ENSG00000004897,1217.7978079665172,0.03646546776507818,0.21141284036527788,0.17248464048859738,0.8630565355096811,0.9486410601952431
ENSG00000004948,4.56088937748392,-0.2655879634818655,1.7157055565131898,-0.1547981018500733,0.8769804876773643,
ENSG00000004961,1875.0676845395126,0.22610517613817993,0.18640853573347343,1.2129550572805565,0.2251470038507879,0.5611371033360305
ENSG00000004975,344.70779632439303,0.2278988966718655,0.24454347817119998,0.9319361054982543,0.3513695469605411,0.6793031083114726
ENSG00000005007,610.5264803514087,0.061390298700130415,0.22633514385930345,0.2712362634160448,0.786209323809593,0.9205293776056899
ENSG00000005020,398.10151257335013,0.326991190095617,0.2426982632786333,1.3473157396277284,0.1778785650075312,0.5017399391388209
ENSG00000005022,43159.28813980785,-0.1570536795595779,0.17252927516600514,-0.9103016250921079,0.3626634617546829,0.6892275441602332
ENSG00000005059,267.14398310084476,0.3392493937798579,0.3607031707640358,0.940522349890258,0.3469496909530275,0.6757785145458335
ENSG00000005073,35.42696533643746,-0.15644096066754792,0.5832180501020878,-0.26823751535152957,0.7885164996459871,
ENSG00000005075,4537.795074632594,0.28799567652353175,0.18533295985337764,1.5539366378833726,0.12019953130231878,0.4143031705516432
ENSG00000005100,587.2238761003222,-0.12937909678115836,0.2206180758428454,-0.5864392402430342,0.5575803811539977,0.8148040321177773
ENSG00000005108,157.33126024531578,0.3486994469165031,0.376096465395273,0.9271542782249337,0.35384643793451065,0.6816697310128785
ENSG00000005156,1218.937261295269,0.09106348023864576,0.199781820731418,0.4558146477254773,0.6485232700678795,0.8602252295357548
ENSG00000005175,1735.3456327938898,-0.2367818562254113,0.18167904386877912,-1.303297569071484,0.19247319070928415,0.5210530452240707
ENSG00000005187,276.8582966823135,0.3923680088313533,0.2998253876515299,1.3086550538788277,0.19065122306432247,0.519496251784663
ENSG00000005189,189.5688812296413,-0.15583954122101148,0.3030926952231537,-0.5141646224970013,0.6071368996471049,0.8415132270445922
ENSG00000005194,4778.16467564515,0.040607760284703795,0.17240279828819696,0.23554003002214544,0.8137896131765698,0.9318801855114519
ENSG00000005206,90.39813881761782,0.32045502722868485,0.4324805455015471,0.7409698090744257,0.45871174616682553,0.7550169549516113
ENSG00000005238,30.89205303787402,1.6988501387702184,0.6585852613022712,2.579544728059889,0.009893064597382683,
ENSG00000005243,101.14572618824305,1.079360278327996,0.4034992533146371,2.6749994441410823,0.007472937408904592,0.10247254721878221
ENSG00000005249,55.37191233072288,0.45871179761931835,0.4719998292051625,0.9718473805208343,0.331126480587414,0.6641792973846354
ENSG00000005302,182.98930175341133,-0.45025891639919247,0.367130641332009,-1.2264269600749769,0.22003804570164553,0.5565952030428066
ENSG00000005339,248.92503520103074,0.5527286709392039,0.33013789706092894,1.674235753786226,0.09408427530088112,0.3709759089679999
ENSG00000005379,4.464571657732925,-0.7073625861699625,1.638732343725258,-0.43165230055931303,0.6659941402443504,
ENSG00000005421,1299.1728378660168,-0.4124703942522294,0.21362194488149666,-1.9308428002611844,0.0535024956118577,0.2829190355413761
ENSG00000005436,375.49506315360304,-0.40728749521833263,0.2543321223916642,-1.6014001353361156,0.10928832279547487,0.39537337932445743
ENSG00000005448,242.541028838573,0.6180823493185488,0.34507934725586975,1.7911310955977104,0.07327226021430855,0.32913404391200285
ENSG00000005469,180.46538131147173,-1.0074936861805173,0.39002564672313295,-2.583147274147604,0.009790352054348986,0.11874397613233202
ENSG00000005471,244.98633155448485,0.1488099135924022,0.26052509636763116,0.5711922408519682,0.5678693372669292,0.8202524876456125
ENSG00000005483,2458.0622937949665,0.06451354635525233,0.17619178183645345,0.3661552524347348,0.7142492303927026,0.8891751619321598
ENSG00000005486,2404.8843422479017,0.10847479613247969,0.2064668025916189,0.5253861384536354,0.5993147876223353,0.8368595967137497
ENSG00000005700,1299.2577037185952,0.5233217233350241,0.2630868460337866,1.9891595920680016,0.046683590439409894,0.266245479347392
ENSG00000005801,1298.2246513645655,-0.3276802244744605,0.2328117110827186,-1.40749029741908,0.15928205232700465,0.47633411151800464
ENSG00000005810,577.2396749270739,0.0015197898800485602,0.2162164380220571,0.007029020984489258,0.9943916988606375,0.998060117972725
ENSG00000005812,258.4885933295949,-1.0270186358882767,0.2957950187154224,-3.4720619716600014,0.0005164770964118033,0.020843324507420824
ENSG00000005844,72.84038706615993,0.4054653414274835,0.5023818284004615,0.8070860021319813,0.4196169361603822,0.7319298182683863
ENSG00000005882,122.26114860990364,-0.10925540751824771,0.35093633125877877,-0.3113254393649066,0.7555532297393869,0.9064702924187874
ENSG00000005884,10.615382678003332,1.7528114714130971,1.0227332649925065,1.7138500637563008,0.08655626613749415,
ENSG00000005889,885.7538958762723,0.20073794673438033,0.2074370066557974,0.9677055698526692,0.33319143562079334,0.6662256354613938
ENSG00000005893,6238.450915019589,-0.20722492619745445,0.17870512126382715,-1.159591424867577,0.24621519393832092,0.5852744413494122
ENSG00000005961,1.2942576128315417,-0.9703244433484972,3.0142204988066696,-0.3219155478946045,0.7475166741487698,
ENSG00000005981,21.63362917523225,1.8200751628646292,0.7381833842386991,2.465613832180337,0.01367787068186426,
ENSG00000006007,889.8040165349221,-0.36980587543384724,0.2277550033448885,-1.6237003358993245,0.10443977931274602,0.3867146916649807
ENSG00000006015,2410.1904420919345,0.3080117662360152,0.19428438946545196,1.585365489648804,0.11288331734808912,0.4012519450089613
ENSG00000006016,1119.1402213502129,-0.2875466816964876,0.20221508000614413,-1.4219843628267028,0.15503079049630042,0.47010354924015796
ENSG00000006025,13.338440103355811,1.229635016016107,1.0492958166515187,1.17186688110516,0.2412505056544424,
